date,cy_date,year,month_name,date_yy_mmm,product_code,customer_code,market_code,order_date,sales_qty,sales_amount,currency,profit_margin_percentage,profit_margin,cost_price
2020-01-30,2020-01-01,2020,January,"20-Jan",Prod114,Cus019,Mark011,2020-01-30,1,227,INR,-0.16,-36.32,263.32
2020-01-30,2020-01-01,2020,January,"20-Jan",Prod116,Cus019,Mark011,2020-01-30,1,454,INR,0.35,158.9,295.1
2020-01-30,2020-01-01,2020,January,"20-Jan",Prod280,Cus019,Mark011,2020-01-30,1,245,INR,0.37,90.65,154.35
2020-01-30,2020-01-01,2020,January,"20-Jan",Prod290,Cus019,Mark011,2020-01-30,1,319,INR,-0.35,-111.65,430.65
2020-01-16,2020-01-01,2020,January,"20-Jan",Prod267,Cus019,Mark011,2020-01-16,1,259,INR,-0.33,-85.47,344.47
2020-01-22,2020-01-01,2020,January,"20-Jan",Prod295,Cus019,Mark011,2020-01-22,1,259,INR,0.06,15.54,243.46
2020-01-30,2020-01-01,2020,January,"20-Jan",Prod267,Cus019,Mark011,2020-01-30,1,259,INR,-0.04,-10.36,269.36
2020-01-23,2020-01-01,2020,January,"20-Jan",Prod292,Cus019,Mark011,2020-01-23,1,218,INR,-0.02,-4.36,222.36
2020-01-27,2020-01-01,2020,January,"20-Jan",Prod290,Cus019,Mark011,2020-01-27,1,218,INR,0.17,37.06,180.94
2020-01-30,2020-01-01,2020,January,"20-Jan",Prod117,Cus019,Mark011,2020-01-30,1,218,INR,-0.04,-8.72,226.72
2020-01-02,2020-01-01,2020,January,"20-Jan",Prod264,Cus019,Mark011,2020-01-02,1,167,INR,0.08,13.36,153.64
2020-01-16,2020-01-01,2020,January,"20-Jan",Prod264,Cus019,Mark011,2020-01-16,1,167,INR,0.02,3.34,163.66
2020-01-23,2020-01-01,2020,January,"20-Jan",Prod280,Cus019,Mark011,2020-01-23,1,167,INR,-0.31,-51.77,218.77
2020-01-28,2020-01-01,2020,January,"20-Jan",Prod105,Cus019,Mark011,2020-01-28,1,181,INR,-0.01,-1.81,182.81
2020-01-02,2020-01-01,2020,January,"20-Jan",Prod290,Cus019,Mark011,2020-01-02,1,324,INR,-0.25,-81,405
2020-01-22,2020-01-01,2020,January,"20-Jan",Prod292,Cus019,Mark011,2020-01-22,1,324,INR,-0.11,-35.64,359.64
2020-01-30,2020-01-01,2020,January,"20-Jan",Prod292,Cus019,Mark011,2020-01-30,1,324,INR,-0.14,-45.36,369.36
2020-01-02,2020-01-01,2020,January,"20-Jan",Prod295,Cus019,Mark011,2020-01-02,1,148,INR,-0.05,-7.4,155.4
2020-01-03,2020-01-01,2020,January,"20-Jan",Prod286,Cus019,Mark011,2020-01-03,1,148,INR,0.04,5.92,142.08
2020-01-20,2020-01-01,2020,January,"20-Jan",Prod134,Cus019,Mark011,2020-01-20,1,148,INR,0.15,22.2,125.8
2020-01-20,2020-01-01,2020,January,"20-Jan",Prod286,Cus019,Mark011,2020-01-20,1,148,INR,-0.21,-31.08,179.08
2020-01-23,2020-01-01,2020,January,"20-Jan",Prod295,Cus019,Mark011,2020-01-23,1,148,INR,0.18,26.64,121.36
2020-01-30,2020-01-01,2020,January,"20-Jan",Prod286,Cus019,Mark011,2020-01-30,1,148,INR,-0.23,-34.04,182.04
2020-01-03,2020-01-01,2020,January,"20-Jan",Prod283,Cus019,Mark011,2020-01-03,1,51,INR,-0.31,-15.81,66.81
2020-01-07,2020-01-01,2020,January,"20-Jan",Prod283,Cus019,Mark011,2020-01-07,1,51,INR,0.1,5.1,45.9
2020-01-16,2020-01-01,2020,January,"20-Jan",Prod283,Cus019,Mark011,2020-01-16,1,51,INR,0.39,19.89,31.11
2020-01-29,2020-01-01,2020,January,"20-Jan",Prod283,Cus019,Mark011,2020-01-29,1,51,INR,-0.08,-4.08,55.08
2020-01-30,2020-01-01,2020,January,"20-Jan",Prod283,Cus019,Mark011,2020-01-30,1,51,INR,-0.13,-6.63,57.63
2020-01-02,2020-01-01,2020,January,"20-Jan",Prod297,Cus019,Mark011,2020-01-02,1,199,INR,-0.27,-53.73,252.73
2020-01-03,2020-01-01,2020,January,"20-Jan",Prod297,Cus019,Mark011,2020-01-03,1,199,INR,-0.18,-35.82,234.82
2020-01-07,2020-01-01,2020,January,"20-Jan",Prod297,Cus019,Mark011,2020-01-07,1,199,INR,-0.24,-47.76,246.76
2020-01-10,2020-01-01,2020,January,"20-Jan",Prod297,Cus019,Mark011,2020-01-10,1,199,INR,0.33,65.67,133.33
2020-01-15,2020-01-01,2020,January,"20-Jan",Prod297,Cus019,Mark011,2020-01-15,1,199,INR,0.28,55.72,143.28
2020-01-16,2020-01-01,2020,January,"20-Jan",Prod297,Cus019,Mark011,2020-01-16,1,199,INR,0.04,7.96,191.04
2020-01-20,2020-01-01,2020,January,"20-Jan",Prod297,Cus019,Mark011,2020-01-20,1,199,INR,0.2,39.8,159.2
2020-01-22,2020-01-01,2020,January,"20-Jan",Prod297,Cus019,Mark011,2020-01-22,1,199,INR,-0.02,-3.98,202.98
2020-01-23,2020-01-01,2020,January,"20-Jan",Prod297,Cus019,Mark011,2020-01-23,1,199,INR,0.02,3.98,195.02
2020-01-24,2020-01-01,2020,January,"20-Jan",Prod297,Cus019,Mark011,2020-01-24,1,199,INR,-0.02,-3.98,202.98
2020-01-29,2020-01-01,2020,January,"20-Jan",Prod297,Cus019,Mark011,2020-01-29,1,199,INR,0.12,23.88,175.12
2020-01-07,2020-01-01,2020,January,"20-Jan",Prod113,Cus019,Mark011,2020-01-07,1,204,INR,0.15,30.6,173.4
2020-01-09,2020-01-01,2020,January,"20-Jan",Prod054,Cus019,Mark011,2020-01-09,1,204,INR,-0.24,-48.96,252.96
2020-01-15,2020-01-01,2020,January,"20-Jan",Prod054,Cus019,Mark011,2020-01-15,1,204,INR,-0.19,-38.76,242.76
2020-01-20,2020-01-01,2020,January,"20-Jan",Prod113,Cus019,Mark011,2020-01-20,1,204,INR,-0.24,-48.96,252.96
2020-01-22,2020-01-01,2020,January,"20-Jan",Prod113,Cus019,Mark011,2020-01-22,1,204,INR,-0.2,-40.8,244.8
2020-01-21,2020-01-01,2020,January,"20-Jan",Prod300,Cus019,Mark011,2020-01-21,1,139,INR,-0.01,-1.39,140.39
2020-01-03,2020-01-01,2020,January,"20-Jan",Prod302,Cus019,Mark011,2020-01-03,1,213,INR,-0.08,-17.04,230.04
2020-01-07,2020-01-01,2020,January,"20-Jan",Prod290,Cus019,Mark011,2020-01-07,1,213,INR,-0.15,-31.95,244.95
2020-01-07,2020-01-01,2020,January,"20-Jan",Prod292,Cus019,Mark011,2020-01-07,1,213,INR,-0.11,-23.43,236.43
2020-01-09,2020-01-01,2020,January,"20-Jan",Prod290,Cus019,Mark011,2020-01-09,1,213,INR,-0.31,-66.03,279.03
2020-01-15,2020-01-01,2020,January,"20-Jan",Prod290,Cus019,Mark011,2020-01-15,1,213,INR,-0.29,-61.77,274.77
2020-01-15,2020-01-01,2020,January,"20-Jan",Prod292,Cus019,Mark011,2020-01-15,1,213,INR,0.27,57.51,155.49
2020-01-21,2020-01-01,2020,January,"20-Jan",Prod290,Cus019,Mark011,2020-01-21,1,213,INR,0.35,74.55,138.45
2020-01-22,2020-01-01,2020,January,"20-Jan",Prod294,Cus019,Mark011,2020-01-22,1,171,INR,-0.11,-18.81,189.81
2020-01-22,2020-01-01,2020,January,"20-Jan",Prod264,Cus019,Mark011,2020-01-22,1,171,INR,-0.06,-10.26,181.26
2020-01-07,2020-01-01,2020,January,"20-Jan",Prod294,Cus019,Mark011,2020-01-07,1,222,INR,0.31,68.82,153.18
2020-01-14,2020-01-01,2020,January,"20-Jan",Prod134,Cus019,Mark011,2020-01-14,1,222,INR,-0.2,-44.4,266.4
2020-01-15,2020-01-01,2020,January,"20-Jan",Prod286,Cus019,Mark011,2020-01-15,1,222,INR,-0.29,-64.38,286.38
2020-01-11,2020-01-01,2020,January,"20-Jan",Prod238,Cus019,Mark011,2020-01-11,1,69,INR,-0.11,-7.59,76.59
2020-01-16,2020-01-01,2020,January,"20-Jan",Prod302,Cus019,Mark011,2020-01-16,1,97,INR,0.23,22.31,74.69
2020-01-27,2020-01-01,2020,January,"20-Jan",Prod300,Cus019,Mark011,2020-01-27,1,97,INR,0.35,33.95,63.05
2020-01-28,2020-01-01,2020,January,"20-Jan",Prod302,Cus019,Mark011,2020-01-28,1,97,INR,-0.23,-22.31,119.31
2020-01-29,2020-01-01,2020,January,"20-Jan",Prod302,Cus019,Mark011,2020-01-29,1,97,INR,0.07,6.79,90.21
2020-01-30,2020-01-01,2020,January,"20-Jan",Prod300,Cus019,Mark011,2020-01-30,1,93,INR,-0.29,-26.97,119.97
2020-01-02,2020-01-01,2020,January,"20-Jan",Prod280,Cus019,Mark011,2020-01-02,1,83,INR,-0.26,-21.58,104.58
2020-01-03,2020-01-01,2020,January,"20-Jan",Prod280,Cus019,Mark011,2020-01-03,1,83,INR,-0.34,-28.22,111.22
2020-01-21,2020-01-01,2020,January,"20-Jan",Prod280,Cus019,Mark011,2020-01-21,1,83,INR,0.13,10.79,72.21
2020-01-03,2020-01-01,2020,January,"20-Jan",Prod264,Cus019,Mark011,2020-01-03,1,83,INR,0.18,14.94,68.06
2020-01-10,2020-01-01,2020,January,"20-Jan",Prod264,Cus019,Mark011,2020-01-10,1,83,INR,0.28,23.24,59.76
2020-01-15,2020-01-01,2020,January,"20-Jan",Prod264,Cus019,Mark011,2020-01-15,1,83,INR,-0.12,-9.96,92.96
2020-01-29,2020-01-01,2020,January,"20-Jan",Prod264,Cus019,Mark011,2020-01-29,1,83,INR,0.17,14.11,68.89
2020-01-09,2020-01-01,2020,January,"20-Jan",Prod296,Cus019,Mark011,2020-01-09,1,194,INR,0.34,65.96,128.04
2020-01-15,2020-01-01,2020,January,"20-Jan",Prod296,Cus019,Mark011,2020-01-15,1,194,INR,-0.13,-25.22,219.22
2020-01-20,2020-01-01,2020,January,"20-Jan",Prod296,Cus019,Mark011,2020-01-20,1,194,INR,-0.14,-27.16,221.16
2020-01-21,2020-01-01,2020,January,"20-Jan",Prod296,Cus019,Mark011,2020-01-21,1,194,INR,-0.09,-17.46,211.46
2020-01-27,2020-01-01,2020,January,"20-Jan",Prod302,Cus019,Mark011,2020-01-27,1,194,INR,-0.19,-36.86,230.86
2020-01-28,2020-01-01,2020,January,"20-Jan",Prod296,Cus019,Mark011,2020-01-28,1,194,INR,0.14,27.16,166.84
2020-01-03,2020-01-01,2020,January,"20-Jan",Prod295,Cus019,Mark011,2020-01-03,1,37,INR,0.37,13.69,23.31
2020-01-10,2020-01-01,2020,January,"20-Jan",Prod295,Cus019,Mark011,2020-01-10,1,37,INR,-0.14,-5.18,42.18
2020-01-21,2020-01-01,2020,January,"20-Jan",Prod295,Cus019,Mark011,2020-01-21,1,37,INR,-0.13,-4.81,41.81
2020-01-24,2020-01-01,2020,January,"20-Jan",Prod295,Cus019,Mark011,2020-01-24,1,37,INR,0.04,1.48,35.52
2020-01-29,2020-01-01,2020,January,"20-Jan",Prod295,Cus019,Mark011,2020-01-29,1,37,INR,0.22,8.14,28.86
2020-01-30,2020-01-01,2020,January,"20-Jan",Prod295,Cus019,Mark011,2020-01-30,1,37,INR,0.13,4.81,32.19
2020-01-04,2020-01-01,2020,January,"20-Jan",Prod238,Cus019,Mark011,2020-01-04,1,37,INR,0.11,4.07,32.93
2020-01-09,2020-01-01,2020,January,"20-Jan",Prod238,Cus019,Mark011,2020-01-09,1,37,INR,-0.26,-9.62,46.62
2020-01-17,2020-01-01,2020,January,"20-Jan",Prod238,Cus019,Mark011,2020-01-17,1,37,INR,-0.11,-4.07,41.07
2020-01-27,2020-01-01,2020,January,"20-Jan",Prod238,Cus019,Mark011,2020-01-27,1,37,INR,-0.35,-12.95,49.95
2020-01-02,2020-01-01,2020,January,"20-Jan",Prod269,Cus019,Mark011,2020-01-02,1,125,INR,0.22,27.5,97.5
2020-01-03,2020-01-01,2020,January,"20-Jan",Prod270,Cus019,Mark011,2020-01-03,1,125,INR,-0.1,-12.5,137.5
2020-01-07,2020-01-01,2020,January,"20-Jan",Prod269,Cus019,Mark011,2020-01-07,1,125,INR,-0.12,-15,140
2020-01-09,2020-01-01,2020,January,"20-Jan",Prod269,Cus019,Mark011,2020-01-09,1,125,INR,0.39,48.75,76.25
2020-01-10,2020-01-01,2020,January,"20-Jan",Prod270,Cus019,Mark011,2020-01-10,1,125,INR,-0.31,-38.75,163.75
2020-01-15,2020-01-01,2020,January,"20-Jan",Prod269,Cus019,Mark011,2020-01-15,1,125,INR,0.18,22.5,102.5
2020-01-15,2020-01-01,2020,January,"20-Jan",Prod270,Cus019,Mark011,2020-01-15,1,125,INR,0.27,33.75,91.25
2020-01-20,2020-01-01,2020,January,"20-Jan",Prod270,Cus019,Mark011,2020-01-20,1,125,INR,0.26,32.5,92.5
2020-01-22,2020-01-01,2020,January,"20-Jan",Prod270,Cus019,Mark011,2020-01-22,1,125,INR,0.34,42.5,82.5
2020-01-24,2020-01-01,2020,January,"20-Jan",Prod269,Cus019,Mark011,2020-01-24,1,125,INR,-0.2,-25,150
2020-01-28,2020-01-01,2020,January,"20-Jan",Prod270,Cus019,Mark011,2020-01-28,1,125,INR,0.14,17.5,107.5
2020-01-29,2020-01-01,2020,January,"20-Jan",Prod269,Cus019,Mark011,2020-01-29,1,125,INR,-0.08,-10,135
2020-01-29,2020-01-01,2020,January,"20-Jan",Prod270,Cus019,Mark011,2020-01-29,1,125,INR,0.14,17.5,107.5
2020-01-30,2020-01-01,2020,January,"20-Jan",Prod270,Cus019,Mark011,2020-01-30,1,125,INR,0.32,40,85
2020-01-13,2020-01-01,2020,January,"20-Jan",Prod117,Cus019,Mark011,2020-01-13,1,56,INR,-0.07,-3.92,59.92
2020-01-16,2020-01-01,2020,January,"20-Jan",Prod117,Cus019,Mark011,2020-01-16,1,56,INR,-0.07,-3.92,59.92
2020-01-31,2020-01-01,2020,January,"20-Jan",Prod117,Cus019,Mark011,2020-01-31,1,56,INR,0.09,5.04,50.96
2020-01-03,2020-01-01,2020,January,"20-Jan",Prod294,Cus019,Mark011,2020-01-03,1,56,INR,0.25,14,42
2020-01-09,2020-01-01,2020,January,"20-Jan",Prod294,Cus019,Mark011,2020-01-09,1,56,INR,0.22,12.32,43.68
2020-01-15,2020-01-01,2020,January,"20-Jan",Prod294,Cus019,Mark011,2020-01-15,1,56,INR,0.39,21.84,34.16
2020-01-20,2020-01-01,2020,January,"20-Jan",Prod294,Cus019,Mark011,2020-01-20,1,56,INR,0.12,6.72,49.28
2020-01-21,2020-01-01,2020,January,"20-Jan",Prod294,Cus019,Mark011,2020-01-21,1,56,INR,-0.01,-0.56,56.56
2020-01-28,2020-01-01,2020,January,"20-Jan",Prod294,Cus019,Mark011,2020-01-28,1,56,INR,-0.01,-0.56,56.56
2020-01-29,2020-01-01,2020,January,"20-Jan",Prod294,Cus019,Mark011,2020-01-29,1,56,INR,0.26,14.56,41.44
2020-01-30,2020-01-01,2020,January,"20-Jan",Prod294,Cus019,Mark011,2020-01-30,1,56,INR,-0.24,-13.44,69.44
2020-01-03,2020-01-01,2020,January,"20-Jan",Prod292,Cus019,Mark011,2020-01-03,1,106,INR,0.4,42.4,63.6
2020-01-10,2020-01-01,2020,January,"20-Jan",Prod292,Cus019,Mark011,2020-01-10,1,106,INR,0.4,42.4,63.6
2020-01-20,2020-01-01,2020,January,"20-Jan",Prod292,Cus019,Mark011,2020-01-20,1,106,INR,0.09,9.54,96.46
2020-01-27,2020-01-01,2020,January,"20-Jan",Prod292,Cus019,Mark011,2020-01-27,1,106,INR,0.21,22.26,83.74
2020-01-02,2020-01-01,2020,January,"20-Jan",Prod302,Cus019,Mark011,2020-01-02,1,106,INR,0.17,18.02,87.98
2020-01-07,2020-01-01,2020,January,"20-Jan",Prod302,Cus019,Mark011,2020-01-07,1,106,INR,0.23,24.38,81.62
2020-01-20,2020-01-01,2020,January,"20-Jan",Prod302,Cus019,Mark011,2020-01-20,1,106,INR,-0.15,-15.9,121.9
2020-01-23,2020-01-01,2020,January,"20-Jan",Prod117,Cus019,Mark011,2020-01-23,1,106,INR,0.18,19.08,86.92
2020-01-03,2020-01-01,2020,January,"20-Jan",Prod290,Cus019,Mark011,2020-01-03,1,106,INR,0.04,4.24,101.76
2020-01-20,2020-01-01,2020,January,"20-Jan",Prod290,Cus019,Mark011,2020-01-20,1,106,INR,-0.31,-32.86,138.86
2020-01-07,2020-01-01,2020,January,"20-Jan",Prod267,Cus019,Mark011,2020-01-07,1,130,INR,-0.02,-2.6,132.6
2020-01-09,2020-01-01,2020,January,"20-Jan",Prod267,Cus019,Mark011,2020-01-09,1,130,INR,0.29,37.7,92.3
2020-01-10,2020-01-01,2020,January,"20-Jan",Prod267,Cus019,Mark011,2020-01-10,1,130,INR,0.06,7.8,122.2
2020-01-15,2020-01-01,2020,January,"20-Jan",Prod267,Cus019,Mark011,2020-01-15,1,130,INR,0.05,6.5,123.5
2020-01-20,2020-01-01,2020,January,"20-Jan",Prod267,Cus019,Mark011,2020-01-20,1,130,INR,-0.21,-27.3,157.3
2020-01-21,2020-01-01,2020,January,"20-Jan",Prod267,Cus019,Mark011,2020-01-21,1,130,INR,-0.29,-37.7,167.7
2020-01-22,2020-01-01,2020,January,"20-Jan",Prod267,Cus019,Mark011,2020-01-22,1,130,INR,0.23,29.9,100.1
2020-01-28,2020-01-01,2020,January,"20-Jan",Prod267,Cus019,Mark011,2020-01-28,1,130,INR,-0.05,-6.5,136.5
2020-01-29,2020-01-01,2020,January,"20-Jan",Prod267,Cus019,Mark011,2020-01-29,1,130,INR,0.4,52,78
2020-01-02,2020-01-01,2020,January,"20-Jan",Prod113,Cus019,Mark011,2020-01-02,1,102,INR,-0.34,-34.68,136.68
2020-01-03,2020-01-01,2020,January,"20-Jan",Prod113,Cus019,Mark011,2020-01-03,1,102,INR,0.15,15.3,86.7
2020-01-09,2020-01-01,2020,January,"20-Jan",Prod113,Cus019,Mark011,2020-01-09,1,102,INR,0.19,19.38,82.62
2020-01-10,2020-01-01,2020,January,"20-Jan",Prod113,Cus019,Mark011,2020-01-10,1,102,INR,0.02,2.04,99.96
2020-01-15,2020-01-01,2020,January,"20-Jan",Prod056,Cus019,Mark011,2020-01-15,1,102,INR,0.13,13.26,88.74
2020-01-15,2020-01-01,2020,January,"20-Jan",Prod283,Cus019,Mark011,2020-01-15,1,102,INR,-0.16,-16.32,118.32
2020-01-20,2020-01-01,2020,January,"20-Jan",Prod283,Cus019,Mark011,2020-01-20,1,102,INR,0.31,31.62,70.38
2020-01-22,2020-01-01,2020,January,"20-Jan",Prod283,Cus019,Mark011,2020-01-22,1,102,INR,0.3,30.6,71.4
2020-01-28,2020-01-01,2020,January,"20-Jan",Prod056,Cus019,Mark011,2020-01-28,1,102,INR,0.05,5.1,96.9
2020-01-28,2020-01-01,2020,January,"20-Jan",Prod113,Cus019,Mark011,2020-01-28,1,102,INR,-0.24,-24.48,126.48
2020-01-30,2020-01-01,2020,January,"20-Jan",Prod113,Cus019,Mark011,2020-01-30,1,102,INR,0.13,13.26,88.74
2020-01-24,2020-01-01,2020,January,"20-Jan",Prod117,Cus019,Mark011,2020-01-24,1,162,INR,0.32,51.84,110.16
2020-01-04,2020-01-01,2020,January,"20-Jan",Prod116,Cus019,Mark011,2020-01-04,1,162,INR,-0.31,-50.22,212.22
2020-01-11,2020-01-01,2020,January,"20-Jan",Prod116,Cus019,Mark011,2020-01-11,1,162,INR,0.09,14.58,147.42
2020-01-13,2020-01-01,2020,January,"20-Jan",Prod116,Cus019,Mark011,2020-01-13,1,162,INR,0.06,9.72,152.28
2020-01-04,2020-01-01,2020,January,"20-Jan",Prod114,Cus019,Mark011,2020-01-04,1,162,INR,-0.35,-56.7,218.7
2020-01-11,2020-01-01,2020,January,"20-Jan",Prod114,Cus019,Mark011,2020-01-11,1,162,INR,0.24,38.88,123.12
2020-01-03,2020-01-01,2020,January,"20-Jan",Prod134,Cus019,Mark011,2020-01-03,1,120,INR,0.01,1.2,118.8
2020-01-04,2020-01-01,2020,January,"20-Jan",Prod134,Cus019,Mark011,2020-01-04,1,120,INR,-0.27,-32.4,152.4
2020-01-03,2020-01-01,2020,January,"20-Jan",Prod263,Cus019,Mark011,2020-01-03,1,74,INR,-0.1,-7.4,81.4
2020-01-07,2020-01-01,2020,January,"20-Jan",Prod263,Cus019,Mark011,2020-01-07,1,74,INR,0.32,23.68,50.32
2020-01-22,2020-01-01,2020,January,"20-Jan",Prod263,Cus019,Mark011,2020-01-22,1,74,INR,-0.04,-2.96,76.96
2020-01-29,2020-01-01,2020,January,"20-Jan",Prod263,Cus019,Mark011,2020-01-29,1,74,INR,-0.24,-17.76,91.76
2020-01-13,2020-01-01,2020,January,"20-Jan",Prod054,Cus019,Mark011,2020-01-13,1,74,INR,0.24,17.76,56.24
2020-01-13,2020-01-01,2020,January,"20-Jan",Prod134,Cus019,Mark011,2020-01-13,1,74,INR,-0.32,-23.68,97.68
2020-01-15,2020-01-01,2020,January,"20-Jan",Prod134,Cus019,Mark011,2020-01-15,1,74,INR,-0.14,-10.36,84.36
2020-01-15,2020-01-01,2020,January,"20-Jan",Prod295,Cus019,Mark011,2020-01-15,1,74,INR,0.09,6.66,67.34
2020-01-20,2020-01-01,2020,January,"20-Jan",Prod295,Cus019,Mark011,2020-01-20,1,74,INR,-0.34,-25.16,99.16
2020-01-23,2020-01-01,2020,January,"20-Jan",Prod238,Cus019,Mark011,2020-01-23,1,74,INR,0.04,2.96,71.04
2020-01-17,2020-01-01,2020,January,"20-Jan",Prod286,Cus019,Mark011,2020-01-17,1,74,INR,-0.22,-16.28,90.28
2020-01-02,2020-01-01,2020,January,"20-Jan",Prod294,Cus019,Mark011,2020-01-02,1,111,INR,-0.32,-35.52,146.52
2020-01-09,2020-01-01,2020,January,"20-Jan",Prod295,Cus019,Mark011,2020-01-09,1,111,INR,0.25,27.75,83.25
2020-01-16,2020-01-01,2020,January,"20-Jan",Prod294,Cus019,Mark011,2020-01-16,1,111,INR,-0.19,-21.09,132.09
2020-01-04,2020-01-01,2020,January,"20-Jan",Prod250,Cus019,Mark011,2020-01-04,1,111,INR,-0.11,-12.21,123.21
2020-01-09,2020-01-01,2020,January,"20-Jan",Prod250,Cus019,Mark011,2020-01-09,1,111,INR,-0.05,-5.55,116.55
2020-01-11,2020-01-01,2020,January,"20-Jan",Prod250,Cus019,Mark011,2020-01-11,1,111,INR,0.17,18.87,92.13
2020-01-14,2020-01-01,2020,January,"20-Jan",Prod250,Cus019,Mark011,2020-01-14,1,111,INR,0.38,42.18,68.82
2020-01-15,2020-01-01,2020,January,"20-Jan",Prod250,Cus019,Mark011,2020-01-15,1,111,INR,-0.26,-28.86,139.86
2020-01-16,2020-01-01,2020,January,"20-Jan",Prod250,Cus019,Mark011,2020-01-16,1,111,INR,0.14,15.54,95.46
2020-01-23,2020-01-01,2020,January,"20-Jan",Prod250,Cus019,Mark011,2020-01-23,1,111,INR,-0.08,-8.88,119.88
2020-01-27,2020-01-01,2020,January,"20-Jan",Prod250,Cus019,Mark011,2020-01-27,1,111,INR,0.1,11.1,99.9
2020-01-10,2020-01-01,2020,January,"20-Jan",Prod300,Cus019,Mark011,2020-01-10,1,46,INR,0.22,10.12,35.88
2020-01-15,2020-01-01,2020,January,"20-Jan",Prod300,Cus019,Mark011,2020-01-15,1,46,INR,-0.35,-16.1,62.1
2020-01-17,2020-01-01,2020,January,"20-Jan",Prod300,Cus019,Mark011,2020-01-17,1,46,INR,-0.08,-3.68,49.68
2020-01-20,2020-01-01,2020,January,"20-Jan",Prod300,Cus019,Mark011,2020-01-20,1,46,INR,-0.24,-11.04,57.04
2020-01-28,2020-01-01,2020,January,"20-Jan",Prod300,Cus019,Mark011,2020-01-28,1,46,INR,0.4,18.4,27.6
2020-01-29,2020-01-01,2020,January,"20-Jan",Prod300,Cus019,Mark011,2020-01-29,1,46,INR,0.37,17.02,28.98
2020-01-02,2020-01-01,2020,January,"20-Jan",Prod264,Cus024,Mark011,2020-01-02,1,83,INR,0.14,11.62,71.38
2020-01-23,2020-01-01,2020,January,"20-Jan",Prod113,Cus024,Mark011,2020-01-23,1,83,INR,-0.31,-25.73,108.73
2020-01-24,2020-01-01,2020,January,"20-Jan",Prod264,Cus024,Mark011,2020-01-24,1,83,INR,0.19,15.77,67.23
2020-01-24,2020-01-01,2020,January,"20-Jan",Prod286,Cus024,Mark011,2020-01-24,1,83,INR,-0.16,-13.28,96.28
2020-01-24,2020-01-01,2020,January,"20-Jan",Prod288,Cus024,Mark011,2020-01-24,1,83,INR,-0.24,-19.92,102.92
2020-01-30,2020-01-01,2020,January,"20-Jan",Prod054,Cus024,Mark011,2020-01-30,1,83,INR,-0.21,-17.43,100.43
2020-01-02,2020-01-01,2020,January,"20-Jan",Prod290,Cus024,Mark011,2020-01-02,1,88,INR,0.39,34.32,53.68
2020-01-03,2020-01-01,2020,January,"20-Jan",Prod276,Cus024,Mark011,2020-01-03,1,88,INR,0.13,11.44,76.56
2020-01-03,2020-01-01,2020,January,"20-Jan",Prod290,Cus024,Mark011,2020-01-03,1,88,INR,-0.27,-23.76,111.76
2020-01-17,2020-01-01,2020,January,"20-Jan",Prod292,Cus024,Mark011,2020-01-17,1,88,INR,-0.29,-25.52,113.52
2020-01-20,2020-01-01,2020,January,"20-Jan",Prod113,Cus024,Mark011,2020-01-20,1,88,INR,0,0,88
2020-01-22,2020-01-01,2020,January,"20-Jan",Prod276,Cus024,Mark011,2020-01-22,1,88,INR,0.28,24.64,63.36
2020-01-22,2020-01-01,2020,January,"20-Jan",Prod290,Cus024,Mark011,2020-01-22,1,88,INR,0.02,1.76,86.24
2020-01-22,2020-01-01,2020,January,"20-Jan",Prod292,Cus024,Mark011,2020-01-22,1,88,INR,-0.03,-2.64,90.64
2020-01-24,2020-01-01,2020,January,"20-Jan",Prod300,Cus024,Mark011,2020-01-24,1,88,INR,0.02,1.76,86.24
2020-01-03,2020-01-01,2020,January,"20-Jan",Prod278,Cus024,Mark011,2020-01-03,1,93,INR,-0.02,-1.86,94.86
2020-01-20,2020-01-01,2020,January,"20-Jan",Prod290,Cus024,Mark011,2020-01-20,1,93,INR,0.07,6.51,86.49
2020-01-22,2020-01-01,2020,January,"20-Jan",Prod278,Cus024,Mark011,2020-01-22,1,93,INR,-0.09,-8.37,101.37
2020-01-22,2020-01-01,2020,January,"20-Jan",Prod279,Cus024,Mark011,2020-01-22,1,93,INR,-0.32,-29.76,122.76
2020-01-23,2020-01-01,2020,January,"20-Jan",Prod295,Cus024,Mark011,2020-01-23,1,93,INR,-0.28,-26.04,119.04
2020-01-02,2020-01-01,2020,January,"20-Jan",Prod295,Cus024,Mark011,2020-01-02,1,148,INR,0.01,1.48,146.52
2020-01-23,2020-01-01,2020,January,"20-Jan",Prod288,Cus024,Mark011,2020-01-23,1,148,INR,0.27,39.96,108.04
2020-01-02,2020-01-01,2020,January,"20-Jan",Prod283,Cus024,Mark011,2020-01-02,1,79,INR,0.35,27.65,51.35
2020-01-20,2020-01-01,2020,January,"20-Jan",Prod267,Cus024,Mark011,2020-01-20,1,111,INR,0.11,12.21,98.79
2020-01-24,2020-01-01,2020,January,"20-Jan",Prod270,Cus024,Mark011,2020-01-24,1,111,INR,-0.08,-8.88,119.88
2020-01-03,2020-01-01,2020,January,"20-Jan",Prod300,Cus024,Mark011,2020-01-03,1,37,INR,-0.11,-4.07,41.07
2020-01-13,2020-01-01,2020,January,"20-Jan",Prod300,Cus024,Mark011,2020-01-13,1,37,INR,-0.29,-10.73,47.73
2020-01-24,2020-01-01,2020,January,"20-Jan",Prod281,Cus024,Mark011,2020-01-24,1,37,INR,-0.27,-9.99,46.99
